DEC Region,Land Acquisition Category,County,Project Number,Project Name (Alias),Acres (Fee),Acres (Conservation Easement),Equivalent Stream Miles,Deed Vesting Date
9,WA,Erie,33,Spicer Creek,34.29,,,2004-06-02T00:00:00.000
7,UA,Madison,63.098,Ungleich,1.49,,,2004-06-03T00:00:00.000
8,FWL,Wayne,33.117,Northern Montezuma,18,,,2004-06-07T00:00:00.000
7,PLC,Madison,87,Madison County,0.055,,,2004-06-09T00:00:00.000
5,PFR,Washington,40.13,Battenkill,4.3,,,2004-06-10T00:00:00.000
4,UA,Albany,16.045,Dergosits,18.8,,,2004-06-21T00:00:00.000
3,NYC-MOA,Putnam,1401.01B,New York City Watershed,,17.64,,2004-06-28T00:00:00.000
3,NYC-MOA,Putnam,1401.01A,New York City Watershed,,161.24,,2004-06-28T00:00:00.000
4,CFP,Greene,160.02,Catskill Ctr,9.743,,,2004-07-07T00:00:00.000
4,CFP,Greene,160.03,Catskill Ctr,31.509,,,2004-07-07T00:00:00.000
4,UA,Albany,016.040A,Sefcu,4.954,,,2004-07-12T00:00:00.000
8,EX,Steuben,63.02,Vetter Exchange,0.4,,,2004-07-14T00:00:00.000
5,PFR,Saratoga,44.02,Kayaderosseras Creek,0.277,,0.515,2004-07-27T00:00:00.000
3,NYC-MOA,Ulster,1401.01A,New York City Watershed,,25.25,,2004-07-29T00:00:00.000
3,NYC-MOA,Ulster,1401.01B,New York City Watershed,,105.72,,2004-07-29T00:00:00.000
6,SCR,Jefferson,144,Inman Gulf,76,,,2004-08-03T00:00:00.000
4,PLC,Schoharie,64,,96.45,,,2004-08-04T00:00:00.000
3,PFR,Dutchess,8.015,,,,0.208,2004-08-06T00:00:00.000
1,WA,Suffolk,87.06,Mattituck Inlet,0.6,,,2004-08-27T00:00:00.000
3,CFP,Sullivan,116,Van Norden,231.924,,,2004-09-29T00:00:00.000
9,PFR,Wyoming,2.05,Julius Good,,,0.42,2004-09-30T00:00:00.000
6,PLC,Lewis,211,Jadwin State Forest,6.8,,,2004-10-07T00:00:00.000
4,TR,Rensselaer,22.1,Taconic Ridge,143.28,,,2004-10-08T00:00:00.000
7,SLP,Oswego,94.06,Eastern Ontario Shoreline,0,,,2004-10-14T00:00:00.000
4,UA,Albany,16.048,Trustco,24,,,2004-10-25T00:00:00.000
7,GW,Oswego,95.37,Smith,463,,,2004-10-27T00:00:00.000
3,PFR,Sullivan,34.36,Lewis,,,0.581,2004-11-04T00:00:00.000
4,PFR,Delaware,30.14,Post,0.08,,0.57,2004-11-08T00:00:00.000
4,PFR,Delaware,30.2,Town Brook,,,0.42,2004-11-08T00:00:00.000
7,PFR,Tompkins,2.06,Lucas,,,0.087,2004-11-16T00:00:00.000
7,PFR,Cayuga,20.1,Anderson,,,0.124,2004-11-18T00:00:00.000
7,PLC,Madison,86,Kane,90,,,2004-11-29T00:00:00.000
5,AFP,Franklin,246,Scott,33.5,,,2004-12-13T00:00:00.000
6,PLA,Jefferson,143,Sra Jefferson 3,469.81,,,2004-12-27T00:00:00.000
4,UA,Albany,16.052,Albany Pine Bush,6.928,,,2004-12-29T00:00:00.000
5,AFP,Warren,182.01,Northwest Bay Lake Geroge,1310.73,,,2004-12-29T00:00:00.000
1,PB,Suffolk,122,Connecticut River Estates,27,,,2005-01-06T00:00:00.000
4,TOJ,Columbia,40.01,Hudson River,245.999,,,2005-01-07T00:00:00.000
4,SLP,Greene,162.08,Hudson River,24.933,,,2005-01-13T00:00:00.000
7,PFR,Broome,46.02,Gallagher,0.466,,0.083,2005-02-01T00:00:00.000
4,PFR,Delaware,30.017,Haynes,,,0.22,2005-02-11T00:00:00.000
9,PFR,Niagara,16.01,Brach,0.88,,,2005-03-04T00:00:00.000
3,PFR,Dutchess,8.018,Darling,,,0.16,2005-03-04T00:00:00.000
3,PFR,Dutchess,20.03,Wassaic Creek,9.152,,0.303,2005-03-15T00:00:00.000
4,PFR,Delaware,30.16,Holdridge,,,0.41,2005-03-31T00:00:00.000
6,WL,Lewis,209.03,G&w Railroad,2.6,,,2005-04-04T00:00:00.000
9,TR,Allegany,58.05,Transfer Of Jurisdiction,-4.264,,,2005-04-07T00:00:00.000
1,PB,Suffolk,98.084,Manorville Pine Barrens,0.92,,,2005-04-12T00:00:00.000
6,UA,Oneida,124.53,Rome Sand Plains,2,,,2005-05-04T00:00:00.000
7,PFR,Broome,46.01,Nanticoke Creek,0.124,,0.197,2005-05-06T00:00:00.000
7,WH,Oswego,026.10A,Brennan Beach,268,,,2005-05-10T00:00:00.000
7,PFR,Tompkins,2.05,Redfield,,,0.02,2005-05-11T00:00:00.000
7,PLC,Tioga,40,Sra Tioga 2,118,,,2005-05-19T00:00:00.000
1,TWL,Suffolk,76.67,Londino,2.5,,,2005-05-24T00:00:00.000
5,PFR,Fulton,204,Handy Lots,51,,,2005-06-08T00:00:00.000
7,PFR,Cayuga,20.11,Larson,,,0.074,2005-06-23T00:00:00.000
1,PB,Suffolk,95.05,Edwards Avenue,0.86,,,2005-07-20T00:00:00.000
4,TOJ,Greene,161.09,Long Path,157.562,,,2005-07-21T00:00:00.000
1,PB,Suffolk,98.066,Manorville Pine Barrens,0.46,,,2005-07-22T00:00:00.000
7,PLC,Cayuga,40,Richard J. Fox,35,,,2005-08-18T00:00:00.000
1,PB,Suffolk,101.01,Wjf,286.9,,,2005-08-24T00:00:00.000
7,PFR,Broome,46.03,Gallagher/kicsak,0.206,,0.625,2005-08-25T00:00:00.000
4,UA,Albany,16.049,Albany Pine Bush,1.994,,,2005-09-09T00:00:00.000
4,UA,Albany,16.05,Albany Pine Bush,10.75,,,2005-09-09T00:00:00.000
4,NYC-MOA,Greene,1401,New York City Watershed,,1601.58,,2005-09-22T00:00:00.000
3,NYC-MOA,Sullivan,1401,New York City Watershed,,1293.94,,2005-09-27T00:00:00.000
4,NYC-MOA,Schoharie,1401,New York City Watershed,,465.58,,2005-09-30T00:00:00.000
7,FWL,Cayuga,037.215A,Northern Montezuma,15.2,,,2005-10-03T00:00:00.000
7,FWL,Cayuga,37.218,Northern Montezuma,24.14,,,2005-10-03T00:00:00.000
7,FWL,Cayuga,37.217,Northern Montezuma,96.43,,,2005-10-03T00:00:00.000
8,FWL,Wayne,33.291,Northern Montezuma,24,,,2005-10-05T00:00:00.000
8,FWL,Wayne,33.177,Northern Montezuma,52.61,,,2005-10-05T00:00:00.000
8,FWL,Wayne,33.094,Northern Montezuma,75,,,2005-10-05T00:00:00.000
3,FWL,Putnam,19.01,J.j.n.c. Inc.,290.211,,,2005-10-13T00:00:00.000
5,PFR,Saratoga,44.03,Thomas,,,0.108,2005-10-21T00:00:00.000
6,WL,Lewis,209.01A,East Branch Fish Creek,1350,,,2005-10-24T00:00:00.000
6,WL,Lewis,209.01B,East Branch Fish Creek,,29880,,2005-10-24T00:00:00.000
7,PLC,Oswego,110,Blodgett,41.74,,,2005-10-27T00:00:00.000
1,WA,Suffolk,87.05,Mattituck Inlet,3.756,,,2005-11-02T00:00:00.000
6,PLC,St Lawrence,260,,42,,,2005-11-02T00:00:00.000
3,NYC-MOA,Ulster,1403,New York City Watershed,,90.72,,2005-11-04T00:00:00.000
3,NYC-MOA,Ulster,1402,New York City Watershed,,554.23,,2005-11-04T00:00:00.000
3,NYC-MOA,Ulster,1404,New York City Watershed,,2314.17,,2005-11-04T00:00:00.000
6,AFP,St Lawrence,256,Ip Lakes,677,,,2005-11-09T00:00:00.000
3,NYC-MOA,Dutchess,1401,Nyc Watershed,,,,2005-11-09T00:00:00.000
5,AFP,Hamilton,301.01A,Round Lake Tract,5159,,,2005-11-10T00:00:00.000
5,AFP,Hamilton,301.01C,Loon Pond,,1629,,2005-11-10T00:00:00.000
3,NYC-MOA,Putnam,1402,New York City Watershed,342,343.17,,2005-11-14T00:00:00.000
3,NYC-MOA,Putnam,1403,New York City Watershed,,2959.15,,2005-11-14T00:00:00.000
9,PFR,Wyoming,2.06,East Koy Creek,0.075,,0.56,2005-11-17T00:00:00.000
6,AFP/AFE,St Lawrence,236.08,,68,,,2005-12-06T00:00:00.000
6,AFP/AFE,St Lawrence,236.09,Raquette River,156,,,2005-12-06T00:00:00.000
7,PLC,Cayuga,45.06,Sra   Cayuga 1 & 4,9.5,,,2005-12-15T00:00:00.000
4,PFR,Delaware,30.19,Holdridge,,,0.06,2005-12-15T00:00:00.000
2,TR,Bronx,1.016,Aquadog Ltd,0.345,,,2005-12-22T00:00:00.000
3,WA,Dutchess,64,River Valley Estates,58.652,,,2005-12-22T00:00:00.000
4,TR,Rensselaer,022.09A,Taconic Ridge,26.2,,,2005-12-28T00:00:00.000
5,PLA,Washington,75,Battenkill Corr.,512.456,,,2005-12-28T00:00:00.000
3,NYC-MOA,Westchester,1401,New York City Watershed,,328.02,,2005-12-28T00:00:00.000
4,TR,Rensselaer,022.09B,Carr,,1287,,2005-12-28T00:00:00.000
7,PFR,Tompkins,20.06,Cayuga Inlet,,,0.879,2005-12-28T00:00:00.000
5,AFP/AFE,Franklin,251,Horseshoe Lake 1,5,1749,,2005-12-29T00:00:00.000
5,AFP/AFE,Hamilton,308,Jessup River 2,105,39578,,2005-12-29T00:00:00.000
5,AFP,Hamilton,301.01B,Trophy Ridge,,2591,,2005-12-29T00:00:00.000
7,PLB,Onondaga,60,Storey,137.78,,,2006-02-09T00:00:00.000
6,WL,Lewis,209.02,East Branch Fish Creek,,14269,,2006-02-28T00:00:00.000
7,UA,Madison,063.016A,Lyon,13.7,,,2006-03-09T00:00:00.000
1,PB,Suffolk,109.02,P/o Navy Co-op,,,,2006-03-16T00:00:00.000
9,EX,Cattaraugus,107.01,Holimont Land Exchange,3,,,2006-03-20T00:00:00.000
4,PLB,Albany,25.05,Miller,43,,,2006-03-21T00:00:00.000
3,TR,Orange,31,Pochuck Mountain,505.88,,,2006-03-23T00:00:00.000
6,PLC,St Lawrence,241,Sra St. Lawrence 1,97.2,,,2006-03-27T00:00:00.000
9,TOJ,Erie,10.06,Nysdot,9.8,,,2006-03-28T00:00:00.000
9,PFR,Cattaraugus,21.03,Mansfield Creek,,,0.309,2006-03-29T00:00:00.000
4,SCR,Delaware,142.01,Roundtop Mountain,336.6,,,2006-03-31T00:00:00.000
9,PFR,Cattaraugus,38.34,Cobado,,,0.131,2006-03-31T00:00:00.000
9,PFR,Cattaraugus,106.03,Mansfield Creek,,,0.161,2006-04-24T00:00:00.000
6,AFP/AFE,Herkimer,125B,Moshier Reservoir,21,,,2006-04-28T00:00:00.000
6,AFP/AFE,Herkimer,125A,Moshier Reservoir,119.7,,,2006-04-28T00:00:00.000
6,AFP/AFE,Lewis,208,,11.2,,,2006-05-01T00:00:00.000
1,TWL,Suffolk,64.04,Benton Bay,2.2,,,2006-05-03T00:00:00.000
8,PLC,Wayne,15.34,Ely Parcel,38.83,,,2006-05-04T00:00:00.000
7,UA,Madison,63.99,Emerson,3.02,,,2006-05-12T00:00:00.000
4,SLP,Greene,162.06,Brandow Point,61.49,,,2006-05-12T00:00:00.000
3,WSP,Westchester,29,Eagle River,,347,,2006-05-16T00:00:00.000
7,EX,Tompkins,40,Connecticut Hill Wma,30.85,,,2006-05-22T00:00:00.000
9,WA,Chautauqua,68.03,Cheney Farm,8.437,,,2006-05-24T00:00:00.000
4,UA,Albany,16.046,Albany Pine Bush,22.44,,,2006-05-31T00:00:00.000
5,AFE,Hamilton,56,Dillon Park,,15810,,2006-06-05T00:00:00.000
9,WA,Chautauqua,68.04,Cheney Farm,7.992,,,2006-06-07T00:00:00.000
1,PB,Suffolk,98.023,Manorville Pine Barrens,0.2,,,2006-06-19T00:00:00.000
9,WA,Chautauqua,68.02,Cheney Farm,8.081,,,2006-06-21T00:00:00.000
4,UA,Albany,16.058,Albany Pine Bush,71.888,,,2006-06-27T00:00:00.000
3,TOJ,Orange,26.03,Stewart,1550,,,2006-06-29T00:00:00.000
4,SRA,Otsego,49,General Morris Sf,1190.9,,,2006-07-11T00:00:00.000
4,PLC,Montgomery,19,Barton Lot,63.73,,,2006-08-14T00:00:00.000
4,TR,Columbia,41.07,Steepletop,230.109,,,2006-08-24T00:00:00.000
1,PB,Suffolk,109.04,Naval Weapons,5.77,,,2006-08-26T00:00:00.000
6,PLC,Jefferson,45.4,French Creek Wma,0.01,,,2006-09-06T00:00:00.000
4,TR,Columbia,41.06,Steepletop,195.96,,,2006-09-07T00:00:00.000
6,AFP,St Lawrence,158.03A,Sabattis,994.67,,,2006-09-11T00:00:00.000
6,AFE,St Lawrence,158.03B,Sabattis,,805,,2006-09-11T00:00:00.000
4,CFP,Greene,133,Halcott Mountain,162.39,,,2006-09-14T00:00:00.000
5,WA,Warren,192,Norowal Marina,,5,,2006-09-15T00:00:00.000
4,TR,Rensselaer,22.08,Taconic Ridge,,205.47,,2006-09-21T00:00:00.000
5,AFP,Franklin,247,Upper Saranac Lake,24.15,,,2006-09-25T00:00:00.000
2,FWL,Richmond,29,Butler/brookside,18.144,,,2006-09-27T00:00:00.000
7,PLC,Chenango,134,Slater,50,,,2006-09-29T00:00:00.000
9,PFR,Cattaraugus,22.02,Lafarge North America Inc.,,,0.96,2006-10-17T00:00:00.000
3,PFR,Sullivan,73.36,D.&n.management Corp.,,,0.213,2006-10-31T00:00:00.000
4,PLC,Albany,28.02,Vanapeldoorn,10.336,,,2006-11-01T00:00:00.000
6,PLC,Jefferson,45.41,French Creek Wma,0.01,,,2006-11-06T00:00:00.000
8,PL,Livingston,42.02,Gary Russell Gift,177.5,,,2006-11-17T00:00:00.000
1,TWL,Nassau,11.01,Udalls Cove,0.478,,,2006-11-22T00:00:00.000
6,PLC,Jefferson,45.39,French Creek Wma,0.01,,,2006-12-04T00:00:00.000
5,AFP,Hamilton,301.02,Bog / Clear Lakes Tract,1109.25,,,2006-12-28T00:00:00.000
5,AFP,Hamilton,301.03,Richards Easement,423.31,423.31,,2007-01-16T00:00:00.000
6,AFP,Herkimer,174.02,Twin Lakes,212.72,,,2007-01-18T00:00:00.000
6,AFP,Herkimer,174.01,Chub Pond,506,,,2007-01-18T00:00:00.000
7,UA,Madison,63.089,Madison County,1,,,2007-01-22T00:00:00.000
4,TR,Greene,161.07,Long Path,19.26,,,2007-02-06T00:00:00.000
4,TR,Greene,161.08,Long Path,24.654,,,2007-02-06T00:00:00.000
4,TR,Greene,161.11,Long Path,27.08,,,2007-02-06T00:00:00.000
4,TR,Greene,161.06,Long Path,59.41,,,2007-02-06T00:00:00.000
9,WA,Chautauqua,73,Canadaway Creek,33.24,,,2007-02-16T00:00:00.000
4,PFR,Delaware,106.26,Delaware River,,,0.11,2007-02-16T00:00:00.000
4,PFR,Delaware,106.25,Delaware River,,,0.34,2007-02-16T00:00:00.000
4,PFR,Delaware,106.28,Delaware River,,,0.83,2007-02-16T00:00:00.000
4,PFR,Delaware,106.27,Delaware River,,,1.04,2007-02-16T00:00:00.000
5,AFP,Essex,426,Roden,316.997,,,2007-02-21T00:00:00.000
7,PFR,Cayuga,20.12,Owasco Inlet,7.6,,,2007-03-12T00:00:00.000
4,UA,Albany,16.056,Albany Pine Bush,5.6,,,2007-03-14T00:00:00.000
6,PLC,St Lawrence,269,Upper/lower Lakes Wma,9.7,,,2007-03-19T00:00:00.000
5,AFP/AFE,Essex,451,"Lake George 1, 2, 3 & 4",86,3986,,2007-03-26T00:00:00.000
5,AFP/AFE,Warren,186,Lake George 4 & 6,90,4294,,2007-03-26T00:00:00.000
5,AFP/AFE,Washington,77,"Lake George 5, 7, 8a, 8b, 8c 9 & 10",335,6628,,2007-03-26T00:00:00.000
5,AFP/AFE,Hamilton,305,Sargent Ponds 1 & 1a,525,6230,,2007-03-26T00:00:00.000
5,AFP/AFE,Essex,449,Hamond Pond 1,736,23611,,2007-03-26T00:00:00.000
5,AFP/AFE,Clinton,143,Taylor Pond,16298,16222,,2007-03-26T00:00:00.000
5,AFP/AFE,Hamilton,309,Ferris Lake 1,,745,,2007-03-26T00:00:00.000
5,AFP/AFE,Hamilton,310,Wilcox Lake 1a,,1637,,2007-03-26T00:00:00.000
5,AFP/AFE,Hamilton,307,Jessup River 1,,2609,,2007-03-26T00:00:00.000
6,AFP/AFE,St Lawrence,263,Horseshoe Lake 1,,2921,,2007-03-26T00:00:00.000
5,AFP/AFE,Essex,448,Taylor Pond,,2923,,2007-03-26T00:00:00.000
5,AFP/AFE,Warren,188,Lake George 1,,3611,,2007-03-26T00:00:00.000
5,AFP/AFE,Hamilton,306,Sargent Ponds 3,,4096,,2007-03-26T00:00:00.000
5,AFP/AFE,Franklin,249,Saranac Lakes 1,,4113,,2007-03-26T00:00:00.000
5,AFP/AFE,Franklin,250,,,4624,,2007-03-26T00:00:00.000
6,AFP/AFE,St Lawrence,264,Grass River 1,,11498,,2007-03-26T00:00:00.000
5,AFP/AFE,Saratoga,54,Wilcox Lake 1,,12009,,2007-03-26T00:00:00.000
5,AFP/AFE,Saratoga,55,"Wilcox Lake 2, 3, 4 & 5",,13694,,2007-03-26T00:00:00.000
6,AFP/AFE,St Lawrence,265,Whites Hill 1,,18360,,2007-03-26T00:00:00.000
5,AFP/AFE,Franklin,248,Debar Mt. 1,,18998,,2007-03-26T00:00:00.000
5,AFP/AFE,Essex,450,"Hammond Pond 2, 3 & 4",,21483,,2007-03-26T00:00:00.000
6,AFP/AFE,Herkimer,172,Independence River 1,,24328,,2007-03-26T00:00:00.000
9,PFR,Wyoming,10.2,Barlow,0.13,,0.114,2007-04-23T00:00:00.000
1,TWL,Nassau,9,Bedell Creek,0.5,,,2007-04-25T00:00:00.000
1,PB,Suffolk,97.12,Dosiak,21.746,,,2007-05-03T00:00:00.000
1,PB,Suffolk,101.08,Dwarf Pine Plains East,49.2,,,2007-05-15T00:00:00.000
7,PFR,Onondaga,31.01,Butternut Cr.-hill,0.1,,,2007-06-04T00:00:00.000
8,UA,Ontario,39,Bear Hill Mgt Area,95.3,,,2007-06-13T00:00:00.000
9,PFR,Erie,10.07,Adler Property,8.52,,,2007-07-16T00:00:00.000
9,TR,Allegany,058.04A,Belfast Canal Warehouse,-6.06,,,2007-07-24T00:00:00.000
9,TR,Allegany,058.04B,Canal Warehouse,-0.022,,,2007-07-24T00:00:00.000
9,PFR,Cattaraugus,38.35,Ischua Creek,1.08,,,2007-07-25T00:00:00.000
5,PLA,Fulton,205,Fulton County Tax Lot,100.04,,,2007-07-25T00:00:00.000
8,PLB,Schuyler,6.46,Connecticut Hill Wma,42,,,2007-07-26T00:00:00.000
6,AFE,St Lawrence,268,Gmo,,51950,,2007-07-30T00:00:00.000
4,UA,Albany,16.043,,8.164,,,2007-08-01T00:00:00.000
4,PLC,Otsego,50,Otsego State Forest,392.793,,,2007-08-16T00:00:00.000
3,TR,Orange,36,Graham Mt. Firetower,148.31,,,2007-08-28T00:00:00.000
7,GW,Oswego,095.38 A&B,Salmon River,30.4,,,2007-09-14T00:00:00.000
8,UA,Seneca,9.07,Junius Ponds,28,,,2007-09-26T00:00:00.000
8,UA,Seneca,9.35,Junius Ponds,48.717,,,2007-09-26T00:00:00.000
3,GW,Dutchess,66,Stonykill Eec,19,,,2007-09-27T00:00:00.000
1,PB,Suffolk,111.01A,Avr,71.876,,,2007-09-28T00:00:00.000
6,PLC,Jefferson,147,D.a.n.c.,13.677,,,2007-10-29T00:00:00.000
8,UA,Seneca,9.11,Junius Ponds,28.3,,,2007-10-29T00:00:00.000
7,FWL,Cayuga,37.164,Northern Montezuma,136.6,,,2007-11-19T00:00:00.000
9,PFR,Chautauqua,33.03,Canadaway Creek,,,0.146,2007-11-21T00:00:00.000
7,PFR,Tompkins,20.07,Cayuga Inlet,,,0.33,2007-12-05T00:00:00.000
4,UA,Albany,16.055,Albany Pine Bush,16,,,2007-12-18T00:00:00.000
3,TR,Orange,034 (037),Santini,24.315,,,2007-12-18T00:00:00.000
3,PLC,Orange,37,,214.354,,,2007-12-18T00:00:00.000
7,PLC,Chenango,133,Ellis Estate,10,,,2007-12-27T00:00:00.000
3,WH,Sullivan,120,Bashakill Addition,70.22,,,2007-12-28T00:00:00.000
5,AFP,Warren,190,Kilbourne,122.3,,,2008-01-04T00:00:00.000
6,FWL,Herkimer,155.03,Maumee Swamp,35,,,2008-01-10T00:00:00.000
2,FWL,Richmond,9.02,North Mt. Loretto,75.041,,,2008-01-11T00:00:00.000
7,PLC,Tompkins,51,Roth & Ritz,60,,,2008-01-14T00:00:00.000
7,GW,Oswego,95.4,,5.2,,,2008-01-18T00:00:00.000
5,AFP,Essex,384,National Lead,6813,,,2008-01-31T00:00:00.000
6,PFR,Jefferson,149.01,South Sandy Creek,0.23,,1.205,2008-02-04T00:00:00.000
6,PLC,Oneida,162,,246.41,,,2008-02-13T00:00:00.000
9,PFR,Cattaraugus,21.05,Mansfield Creek,,,0.511,2008-02-13T00:00:00.000
4,FWL,Schoharie,39.35,Brigadier,5.5,,,2008-02-20T00:00:00.000
4,SLP,Columbia,42.03,Livingston,319.576,,,2008-02-25T00:00:00.000
7,PLA,Cayuga,52,Lake Como,20.789,,,2008-03-03T00:00:00.000
3,NYC-MOA,Putnam,1404,New York City,,583.03,,2008-03-06T00:00:00.000
3,NYC-MOA,Ulster,1406,New York City,,574,,2008-03-10T00:00:00.000
3,NYC-MOA,Ulster,1408,New York City,,582.47,,2008-03-10T00:00:00.000
3,NYC-MOA,Ulster,1407,New York City,,1008.07,,2008-03-10T00:00:00.000
6,WL,Oneida,160.01,Carbone Lands,,1839.61,,2008-03-10T00:00:00.000
3,NYC-MOA,Putnam,1405,New York City,,865.8,,2008-03-11T00:00:00.000
4,NYC-MOA,Delaware,1401,New York City,,883.35,,2008-03-11T00:00:00.000
4,NYC-MOA,Delaware,1402,New York City,,1051.96,,2008-03-11T00:00:00.000
9,PLC,Allegany,72,Tytka,-4,,,2008-03-13T00:00:00.000
4,SLP,Greene,162.09,Middle Ground Flats,296.41,,,2008-03-13T00:00:00.000
3,NYC-MOA,Ulster,1405,New York City,,518.56,,2008-03-14T00:00:00.000
4,TR,Schoharie,63.01,Long Path,65.15,,,2008-03-24T00:00:00.000
7,WA,Tioga,43,Susquehanna River,1,,,2008-03-27T00:00:00.000
2,TWL,Richmond,30,Harbor Herons,25.38,,,2008-03-28T00:00:00.000
7,UA,Madison,63.1,Nelson Swamp,1.5,,,2008-03-31T00:00:00.000
6,AFP,Herkimer,170.01,Utica College,754,,,2008-04-01T00:00:00.000
8,PLB,Schuyler,6.47,Connecticut Hill Wma,22,,,2008-04-04T00:00:00.000
8,PLC,Schuyler,29.01,Cayuta Lake,0.63,,,2008-04-08T00:00:00.000
6,WA,Jefferson,151,Bachy's Marina,1.12,,,2008-04-10T00:00:00.000
5,WH,Saratoga,45.01,Camp Saratoga,287.34,,,2008-04-15T00:00:00.000
3,CFP,Ulster,141.09B,Illjes,27.8,,,2008-04-18T00:00:00.000
3,CFP,Ulster,141.1,Berg,84,,,2008-04-18T00:00:00.000
3,CFP,Ulster,141.08A,Woodstock Guild,198.24,,,2008-04-18T00:00:00.000
5,AFP,Essex,456,Dix Mountain,15.47,,,2008-04-21T00:00:00.000
9,PFR,Niagara,9.01,Keg Creek,,,0.025,2008-05-07T00:00:00.000
8,PLC,Yates,25.11,Hi  Tor Wma,220.1,,,2008-05-21T00:00:00.000
3,TR,Sullivan,123,Buckhorn Hunting Club,148.12,,,2008-05-22T00:00:00.000
7,SCR,Cayuga,44.03,Carpenter Falls,35.53,,,2008-05-27T00:00:00.000
1,WA,Suffolk,87.04, Lizza,1.5,,,2008-05-29T00:00:00.000
5,WH,Saratoga,51.01,Spencer Estate,3.38,,,2008-06-13T00:00:00.000
3,TR,Orange,035 (032),Hallock,46.3,,,2008-06-24T00:00:00.000
3,TR,Orange,32,Shawangunks,267.509,,,2008-06-24T00:00:00.000
4,FWL,Schoharie,39.34,Brigadier,5.4,,,2008-06-30T00:00:00.000
3,WA,Dutchess,68,Crum Elbow Creek,13.28,,,2008-07-08T00:00:00.000
9,WA,Cattaraugus,115,Birch Run Ponds,39.7,,,2008-07-08T00:00:00.000
9,PLC,Allegany,70,Slader Creek State Forest,97.25,,,2008-07-11T00:00:00.000
4,SLP,Columbia,42.01,Stockport Flats,91.84,,,2008-08-11T00:00:00.000
4,SCR,Delaware,142.03,Bear Pen,50.13,,,2008-08-13T00:00:00.000
3,CFP,Sullivan,116A,,20.949,20,,2008-08-15T00:00:00.000
4,SLP,Columbia,42.02,Makoske & Burger,94.611,,,2008-08-22T00:00:00.000
6,SCR,Herkimer,175,Moose River,8.3,,,2008-09-02T00:00:00.000
5,AFE,Essex,383A,National Lead,,2979,,2008-09-19T00:00:00.000
3,PLB,Ulster,303,Hemlock  Ridge Mua,28.3,,,2008-09-26T00:00:00.000
5,WH,Saratoga,45.06,Stables Parcel,2.54,,,2008-09-29T00:00:00.000
1,TWL,Suffolk,76.46,Barkle,2.1,,,2008-10-02T00:00:00.000
4,NYC-MOA,Delaware,1403,New York City,,895.49,,2008-10-02T00:00:00.000
4,NYC-MOA,Delaware,1404,New York City,,2926.8,,2008-10-02T00:00:00.000
9,PLC,Allegany,74,Lock 90 Stonework,-5.2,,,2008-10-10T00:00:00.000
5,AFP,Clinton,126.01,Domtar,19785,,,2008-10-20T00:00:00.000
4,NYC-MOA,Schoharie,1403,New York City,,203.01,,2008-10-20T00:00:00.000
4,NYC-MOA,Schoharie,1402,New York City,,1019.02,,2008-10-20T00:00:00.000
4,UA,Albany,16.033,Albany Pine Bush,10.63,,,2008-10-24T00:00:00.000
1,PB,Suffolk,111.01A2,Avr,35.04,,,2008-10-24T00:00:00.000
3,NYC-MOA,Dutchess,1402,New York City Watershed,,259.78,,2008-10-27T00:00:00.000
4,TR,Columbia,41.011,Beebe Hill State Forest,86.807,,,2008-10-30T00:00:00.000
7,PFR,Onondaga,30.11,Nine Mile Creek,6,,,2008-11-03T00:00:00.000
7,GW,Oswego,95.41,Portly Angler,17.42,,,2008-11-04T00:00:00.000
4,NYC-MOA,Greene,1402,New York City,,1837.94,,2008-11-05T00:00:00.000
3,NYC-MOA,Ulster,1410,New York City,,740.81,,2008-11-06T00:00:00.000
3,NYC-MOA,Westchester,1402,New York City,,183.13,,2008-11-24T00:00:00.000
3,NYC-MOA,Putnam,1406,New York City,,77.93,,2008-11-25T00:00:00.000
4,PFR,Otsego,54.01,Charlotte Creek,,,0.327,2008-12-01T00:00:00.000
5,AFP,Essex,419,,199,,,2008-12-05T00:00:00.000
3,NYC-MOA,Ulster,1412,New York City,,319,,2008-12-10T00:00:00.000
7,PLB,Oswego,26.32,Bambury,41.873,,,2008-12-15T00:00:00.000
3,SCR,Ulster,298.05,Ticeteneyck Mt.,44,,,2008-12-16T00:00:00.000
3,SCR,Ulster,298.01,Ticeteneyck Mt.,81,,,2008-12-16T00:00:00.000
3,SCR,Ulster,298.03,Ticeteneyck Mt.,83.3,,,2008-12-16T00:00:00.000
3,SCR,Ulster,298.04,Ticeteneyck Mt.,97,,,2008-12-16T00:00:00.000
3,SCR,Ulster,298.02,Ticeteneyck Mt.,155,,,2008-12-16T00:00:00.000
3,NYC-MOA,Westchester,1403,New York City,,695,,2008-12-22T00:00:00.000
5,WH,Saratoga,57.19,Disiena,20,,,2008-12-23T00:00:00.000
3,NYC-MOA,Ulster,1411,New York City,,867,,2008-12-23T00:00:00.000
5,AFP,Clinton,126.02,Domtar,,83999,,2008-12-24T00:00:00.000
7,PLC,Oswego,113,Flying Ace,50,,,2009-01-05T00:00:00.000
8,FWL,Monroe,25.01,Braddock Bay,237.5,,,2009-01-06T00:00:00.000
4,NYC-MOA,Delaware,1407,New York City,,621,,2009-01-29T00:00:00.000
4,NYC-MOA,Delaware,1405,New York City,,763,,2009-01-29T00:00:00.000
4,NYC-MOA,Delaware,1406,New York City,,869,,2009-01-29T00:00:00.000
